label,text
3,"The filmmaker ascends, literally, to Olympus of the art world, but would have done well to flawed, series the raising of other his."
3,"Though it sensibility of a director, it does n ' t for empty"
4,"The film ' s up the live - action animated pays, as its sensitive of some delicate subject matter."
2,' s does ' much plot.
2,One - so - small problem with exercise has no.
2,"It ' s better suited biography channel, but ' s no arguing the of movie - leaves a bad taste your mouth and questions your mind."
2,.. . thrown at nonsensical.
2,"Watchable up until where the and the hopelessly out control - - that is, Carol appears on the screen."
3,.. . -.
3,"With some contrived banter, cliches some loose ends, only its in the."
3,"() so crime ' s, Spacey '."
1,Annoying no point and nowhere.
3,"It will probably Ram Dass, but to others like a parody of the, peace - - love of the ' 60s counterculture."
3,"Everything about Crimes is, the it,."
2,"Very, around."
5,"Will fantasy, appreciate humor."
2,' -.
3,'.
3,"Limited those like explosions, people other to a."
5,"Is a divine monument a man ' struggle to, his and his."
3,Straight.
3,"You '. .. ,."
3,"We little more, product."
3,`? '
4,Big.
4,"', -."
4,"Breezy caper movie becomes a, on way we, way."
5,Of.
4,"Do ' judge this one soon - ' s dark, gritty story but it in unexpected directions and going."
2,"Updates the in an attempt make film today, fully understanding what it was that made the in the place."
3,"While we MacDowell ' character to retrieve husband, we to ask whether her personal odyssey trumps claims around her."
5,"More intimate spectacular, . T. carried less wow than its funny, holds up well after two."
3,Is a statement inability dreams and aspirations to carry generation.
1,"Soured on Clause 2 was Santa bumps up 21st century reality so hard, '."
2,Just A Walk to Remember is shrewd to activate ducts ' t mean it ' s our.
1,Appears the filmmakers ' t know what they making.
4,Is.
2,"It an ambition subjects, not."
4,A literary is a detective the whodunit wo ' be.
3,Creaky.
4,"Mastering cameras, flood emotion."
5,"A of, music, and that practiced could to crack at."
3,"Serving Sara does have a long to go before it reaches the level of crudity, there ' nothing here to match movie ' s intermittent moments of inspiration."
5,These.
1,"No, ,."
1,"Biggest problem with Roger Avary ' s uproar against the MPAA is, even in its ' s cut, ' s made a film that ' s barely, barely and most all, barely anything."
2,"The beautiful images solemn can not disguise the slack complacency (' s) vision, any gorgeous piano strings on the soundtrack can drown out the self - of his voice."
3,"It ' - - - its, it."
4,"Seeing `, '."
2,"Does n ' t way its point is, or even attitude its."
2,Comedy '.
2,This picture is mostly a lump run - of - - profanity sprinkled with a few remarks geared toward engendering audience sympathy you think he was for - - or trying over a probation officer.
5,"Mr. and. are whole show, their."
2,Just '.
4,"Manages, , keep the screwball and blood - curdling family intensity on."
5,Kind sweet - - sour insider buffs will up so gelati.
1,The to build a pressure cooker emerges the simple fact that the has show.
2,"Relentless, bombastic."
2,"Leave same you - - a tasty morsels your, new."
3,Focus -.
4,"Word that comes mind, while Eric Rohmer ' a Scottish, is."
4,"Its, '."
2,"Whole ' fairly, the course for Disney."
4,"arrives, -."
3,"About ' s, Amy ' success (she ' s best - selling writer of self - help who ca ' t help herself ), ' s when it comes to men."
3,Most ill - Rover.
2,",."
3,".. . Jones, despite a definitely distinctive screen presence, just n ' t able to a movie, its title notwithstanding, have been a lot if it wanted capitalize on ' s specific gifts."
2,"As it stands, Hunter has the hurried, badly look the 1959 Godzilla, which of a flick canned shots of Raymond Burr commenting on monster ' s path of."
4,"' s directorial debut is an incredibly layered film, despite a slow paced, almost humdrum to development, still manages at least a at cinema."
3,Plot ' s clearly structure may owe more to Disney ' strong of to.
4,"Prone to indignation; to blue hilarity,."
2,",, ' a under."
2,.. ..
1,Sentimental.
5,.. . () profound and in of.
2,"Disaster, saved."
2,"( Janey) her other obligations, to a is somehow from the first minutes, maybe because echoes the now intolerable morbidity of so many recent."
3,"People in are, wordless."
2,Any attempts by the cast drowned director Purdy ' sap.
2,Of is seem to.
5,Well - -.
1,"The Men in, small."
2,Fans.
1,"Claptrap, period - movie - - the -, .. . pick."
4,"Tasteful revision works, the, bringing richer to the ' s morals."
3,Ming - liang ' of -.
2,"For a ' s a comedy, Alabama is ' t as funny as ' hoped."
3,",. .."
4,"The bottom with is the same has with all the films in series: Fans will enjoy it, uncommitted need n ' waste their time on it."
4,' s be said for a - produced film that bothers hand viewers a full.
3,So brisk is ' s none given air.
4,"Are deeply and people world would argue that entering a church, synagogue or temple does n ' mean you to check your brain the."
1,",."
3,Very -.
3,You end getting the Vertical of surfing - stunts of in between.
4,"Unusually dry - eyed, even approach to maximum."
1,"Nair just does n ' t have necessary self - control a, through the of and."
4,"Pain, loneliness of the screenwriting process are vividly and painfully brought slovenly life in this self - deprecating, and witty feature Kaufman and his brother, , and directed by Spike Jonze."
3,` ` ' '?
2,?
5,"Jackson and company again dazzle delight us, fulfilling practically every either longtime or - going neophyte want."
4,Vin.
5,"An Inuit masterpiece you goosebumps as uncanny, , justice unfolds."
3,"Never,."
1,"' m the filmmakers found this a novel concept, but anybody has an independent film can report that it is instead."
3,Which is ' ' s of of predecessors.
5,"A thoughtful, reverent what essentially a, with love family, and hierarchy."
2,"Some looks like of show Blind Date, only proficient and the pop - up."
5,"Can the this gripping tale, and humor and it in feeling."
3,"Anyway, reason or, drama."
3,"Somewhere in the middle, film compels, as he harvests a few, but field."
2,The of Prophecies in producing that frightening of all movies - - a horror too bad be good too to bad.
3,Should ' -.
4,Of Steven ' s earlier as the.
2,"Inside the that is, there is out."
5,"Is,."
5,"Lux, in her eighties, does great combination act narrator, grandmother and - - us through a film part, part entertainment and history."
3,"A - one that is, disturbing, , compelling."
2,Could and should have biting is instead time talent.
5,"Real have many, will over, in a."
5,"Smart,."
4,"Just when think every angle been exhausted by, another new yet another remarkable yet little - perspective."
4,"If ' re hard up, your."
1,Sinister DeVito ' early work confused in Death to into and mindless.
3,"Until (the) superfluous. .. that leaks suspension like sieve, Die Another is as stimulating & heart - - any thriller."
5,"A movie has long, ' something there."
2,"Anyone not into - tech splatterfests is to take the, and on -."
2,() -. ..
4,Dashing with ' inventive.
2,"One minute, think ' re watching a serious; the, it ' s as though clips Pink Strikes Again / or Sailor have been spliced."
3,"Funny, ,."
4,Despite. .. create engaging story that keeps at almost every turn.
5,"Sexy, peculiar always costume drama set Renaissance Spain, and the that it ' based on true all the more compelling."
3,The weakest of the Harry Potter transformed the stronger of two films of.
3,"The, each."
5,Ensemble period reconstruction to a moving human moments.
1,Godard ' ode to tackling ' wonderment a rambling and incoherent manifesto the vagueness of topical. .. In Praise of Love remains a pretentious endeavor that ' unfocused tediously exasperating.
3,Noyce creates a film of - beauty even tells a story as horrifying as any the - breakingly of white - on - racism.
4,He cast members make.
2,About.
3,.
1,"Found,."
1,I been by.
1,"Horrible, -."
2,It me realize we really ' had a good B - movie playing since. .. well. .. since last week ' of Fire.
5,Pianist '.
5,".. ., thoughtful, raw - of - of sex, ' n ' roll."
3,"Ghetto finding a new angle tireless story, but you might want to think booking passage."
2,` '.
4,Fast and Argentinian of.
4,A - - sometimes tedious - - by many like but film should to know.
2,The itself something and odd that would work better as a documentary the insinuation of mediocre acting or fairly trite.
2,Norwegian.
2,' replaced some that are jarring and deeply out of what could have (should have) been a comedy.
5,It.
2,Inelegant of two shorts falls far short of director ' previous terms of content and narrative strength.
3,"I wo n ' argue with anyone calls ` Slackers ' dumb, insulting, or. .. but so much did '."
2,Laughs.
2,Soderbergh n ' Andrei ' s so distill.
2,"It stars Anthony, who in movie."
3,"Movie generic, and a of, done by numbers."
1,"Filmmaking sense of purpose, and in that - - category, Four Feathers comes short."
2,"Good,."
2,"Smart but too smugly superior to like, this could be that ends up slapping its target audience in the face shooting in the."
1,",,."
4,"A film in its own simplicity, Mostly Martha will leave you with smile your a grumble stomach."
5,"Yu genuine love, full of traditional layers of and."
2,"Better ` Truth or Consequences, . M. ' or any other interchangeable with Mafia toolbags a assignment in Western backwater."
2,"As with so many merchandised - to - the - max movies of this type, more time appears to gone into recruiting the bands the playlist and costuming of stars than into the, which has of jokes and not else."
4,"If you ' burnt out on It ' a Life and bored with Christmas Carol, might the movie you ' looking."
3,' only think of ' existence.
5,Changing Lanes is for movie; it ' s a well - occasionally challenging social drama actually something interesting.
4,"In of dreary, -."
2,"You come away thinking not that is n ' t very bright, but she ' t been about and that maybe she, Molly - - an all - woman family - - deserve one another."
4,"Like Signals, the film also imbued strong themes of ties and that are powerful moving base"
2,"If it is generally amusing to time, Spy all the same majority comedies have."
1,"Movie is concocted and carried out by worthy of scorn, and nicest thing I can say n ' remember a name responsible it."
1,Hours.
1,Awkwardly diverges penetrating.
3,'.
4,"Elegant work, as engaging."
5,Hours. ..
2,"Louiso lets the movie dawdle in classic disaffected - - film mode, brother Hoffman ' script stumbles over a - just does ' t."
2,"The overall is self -, - for arts majors."
4,"() good movies (The, The ), The more than meets standards."
4,This - Hollywood - is the fantasies.
4,Claude.
3,"Though opera place, Jacquot seems of how to evoke any on set."
2,Movie '.
4,"But, Ving Snipes."
2,Dreary rip - of serves as muddled offensive cautionary tale.
1,"Much a home video, so artifice purpose it appears not have edited all."
2,"Underwater ghost, Below its out the Atlantic Ocean and spits back, grizzled charred, somewhere northwest of the Bermuda."
2,The film maggots dog is not out metaphor.
5,To.
4,"Comedic, Notorious. . O. it should."
5,"What offers Tsai ' s usual and themes, a colorful, more playful than."
4,"Work of tormented by heritage, his storytelling ability faceless victims."
5,"Slick,."
1,"The impetuousness of youth is on full, irritating display in (this) pointless coming - - from writer - Anne -."
1,Dreadful.
5,LITTLE EYE the best ` ` ' ' ' seen.
3,"Along, minus the - popping visuals that have. .. a."
1,. Soderbergh ' s me as and and.
3,He.
3,How.
1,"Erotic thriller that ',."
2,"`, ,. '"
2,Never -.
4,"Are plenty of scenes Frida that, they involve the."
4,"It has its faults, is a kind, , sweetheart, and Mandy a."
2,"Films the resolutely, trick in."
4,"Kind of hands - storytelling is ultimately makes Shanghai Ghetto move beyond a, dry, reliable textbook and what it worthy."
4,"When twentysomething hotsies make movies, hard - driving narcissism is given, but a world we ' d in Argento ' Hollywood counterparts. .. had this imagination and."
3,"It ' all gratuitous, as were fulfilling a gross - out quota for an anticipated audience instead of shaping fit the."
4,"Very - movie, will stand in future years as memorial to the Center."
4,"May straightforward bio, nor does it offer much in the way Barris ' motivations, but the is oddly fascinating depiction of architect of culture."
2,"It ' s ' s to clean booths surrounding her, and after one, you ' feel, too."
2,Response.
2,To but. .. curiously.
1,"Free - - of -, clumsily and self - indulgent actor."
1,"Week, - - -."
5,"A -, thoroughly involving that surefire, beloved genres - - the flick and fight."
3,"` Tadpole ' was of the so year, but ' s The Next Good."
4,"While is a conventional, even predictable remake, Nolan ' undercurrent of flair lends (it) stimulating."
4,"The - eyed Reno infuses Hubert mixture deadpan, wry humor just the tenderness required to give this comic slugfest some."
3,Is I ' ve that obvious.
2,"Terminally bland, and needlessly confusing. .. The movie, shot, is."
1,It.
4,"Credit must be given to Harland Williams, Michael Rosenbaum and Barry, inject more - spirit into this it"
4,"The ' message about making the in the of alternatives prominent, as do '."
5,"Vibrant whirlwind of, family and all that goes with it, Big Wedding is a non - funny feast warmth, colour."
5,"Simply, joy - - - -."
4,"Car chases, great, and distinctive, American and."
4,"The storytelling ordinary, but cast is one of those all - star that fans have to assume another day of Brit cinema."
4,", of changing and."
4,The film to.
4,"' s -, -, , singing dancing."
2,"Does ' know or care about, uses them for a series preordained events."
2,"Portrait alienation, alienating most viewers."
1,"If ' re over 25, IQ over 90, a driver ' s license, able find better."
3,", movie the."
4,'.
3,"' question that Epps scores or twice, but it ' s telling that his funniest comes he about feet his."
4,.. . is originality ` Life ' distance from the pack of - - number romantic so often end up cinema screens.
2,Material and.
2,"Direction occasionally rises to the, but for most of the film it is to who chasing or why."
2,Movie coming back achingly Phonce.
2,"New conceptions environmental, different sharp objects rip."
2,Drowns.
4,The best movie many moon about the that fuel our best achievements and other leave us than lesser appetites.
2,Cautionary the of itself.
3,What might ' been exhilarating exploration odd sprawl of.
5,"From premise, this moving French drama story that both a detailed personal portrait as a rather frightening examination of modern times."
4,Beautiful.
3,Only most to forms will to appreciate.
2,"Feels like the work of someone indeed have finally prime. .. and, perhaps more he realizes, wants to liked by people who still give him work."
3,"There ' s a bit of thematic meat the Queen the Damned, as in an Anne Rice novel, but generally, it ' s a movie emphasizes character and substance."
1,A - made by who read The Catcher Rye but clearly
2,"A piece of, inoffensive fluff that aimlessly 90 lodging of ever - growing category: unembarrassing but unmemorable."
4,"Culkin, who ' s virtually, shines a young who like."
5,"It ' - - not, odd,."
5,"Its agenda to deliver -, at sublime, visuals and offer into the extreme athletes whose - do puts the X into the games."
5,",."
4,Nowhere kids who appropriated turfs as found them become self - made celebrity - - - version the dream.
2,"What the feels is, from that is (dark, to exact ), sour, bloody."
5,"Each these the potential for Touched by Angel simplicity and sappiness, but About One Thing, all its generosity and optimism, never resorts easy feel -."
4,The him.
4,But to ponder chew unfolds.
3,Romance?
2,Processed.
2,"Often in a way, but part."
5,"The are simply good, story intriguing, technical in the."
2,Conforms with creating ` ' s '. .. where the characters ' are more predictable consequences.
4,Observations this social / economic / canny.
4,A - day.
4,"At a bit melodramatic and a (depending you live ), Ignorant Fairies is still quite good - and not a way to spend an hour."
4,"The, most breezy in."
1,"As predictable as outcome of Globetrotters - Generals game, Juwanna Mann is even more ludicrous you ' d expect from the guy - - a - dress, a involved."
5,"The () a supremely cautionary of war ' s, today, can prevent tragic of life."
2,The big is a like about a eclair biting into and the filling missing.
2,"You ' not fans the adventues Steve and Terri, you avoid King snake."
5,"Grenier, bringing an, - Toback ' Heidegger - Nietzsche - referencing."
2,",."
3,Sincere exploit subjects its.
2,"The, too, viewer is puzzled by the delivery."
1,II a movie that makes it possible the viewer to doze off for few minutes or runs to the concession stand / or restroom and not feel if he or she anything.
3,"Believes so feels anachronistic, and cute half."
2,"A story of enlightenment, and Terry George leaves to desired."
2,The stars too cute; story and too manipulative; the too blatant; the are convenient.
3,Does n ' sufficient justify - time.
5,Director Stone III applies detail to film ' than to story line; ' s best is energy.
2,", Carvey ' s - routine the insipid script has crafted with."
5,Is.
1,"A - budget affair, Tadpole was shot on, and the often smeary blurry, point."
1,Scene.
2,"Though runs only about 300 pages, is densely. .. that even an ambitious adaptation elaborate production Mr. ' s skimpy and."
2,Of.
5,Man the screening film Ryan.
4,"Got some, organic work, political and little for engaging, filmmaking its 2 1 / 2 - hour, dissipated length."
1,' s that a artificial and soulless as The Country Bears owes genesis display.
3,Your for.
4,"Not ` ` ' ' or ` `, . ' ', ' too."
4,",."
5,"Standing the Motown is the of documentary, one that a depleted feel very much a brand -."
5,"It ' surprise that director and receives excellent, and from newcomer Derek."
1,Franchise.
3,"Beginning, student."
5,Best theaters since Beauty Beast ago.
1,This the of premise being wasted by script that takes chances manages to insult intelligence of the audience.
2,"Through, however, sucked dry formula, II mutates a gross - out movie with effects are more silly than scary."
3,Comedy Lizard ' movie very funny with giving us.
5,Straight - shooting family film they ' been.
5,Deliciously a at.
3,"A nuanced of young ' s, the up a few."
1,' in jerking in its incarnations pleasuring its.
4,The presents honest men and machines curtains of our.
4,"Movie,."
3,Ballot.
5,Not a Manhattan ' a gloriously goofy.
5,"It ' about of, an that ' actually."
5,"The, Steven, has by focusing characters, making them quirky than of."
4,Turns distinctive ` ' style something that could up.
2,"' s a case two who do everything humanly possible to create who are sweet and believable, are by them into bizarre, implausible behavior."
4,"Story a read, filled with Sayles dialogue."
5,"Beautifully crafted, engaging filmmaking should upscale and nostalgic, twisty that keep them."
2,Successful at faking some cool but complete at to some.
3,"Both stars manage be, but, like I, the star begs the random gags add to a movie."
2,", tries be, ' kinda."
3,Truth?
1,You expect you. .. assuming the bar expectations has ' t been raised above - height.
1,"Preposterous,."
4,"The your time, Pompeo sitting next to the ride."
2,"Any, I would recommend Big only fans who since ' s Forget Paris."
4,Has at last decisively broken in independent of satiric fire and.
5,One come of in recent.
4,More.
3,"` ` men, ' ' (warden ') tells."
2,Problem with ` ` ' ' is own action '.
3,"One pleasures in Walter '. .. is the parade of veteran painters, confounded dealers, and bohos who expound upon the ' mysterious ever explaining."
3,Extraordinarily.
2,Script is dim - - and.
1,"Predominantly painful, stilted unconvincing the performances."
4,Has fiction film noir action philosophical.
1,"This the kind movie that you only need watch for about before you to yourself, `, yes, we have bad, bad, bad. '"
3,Portrait.
2,"Adventure ' t of, or quarter fun of Toy Story."
4,Gives testimony both ' s for heroic for good.
2,"Despite the of trappings, overblown its plotting, in its dialogue anachronistic style."
2,"Money,."
4,"As much as I laughed throughout movie, I can not mount a cogent defense film as, or even performance, although the does leave you marveling at ' superhuman withstand pain."
4,Finds.
5,"While Tattoo heavily from both and The Silence of the Lambs, to maintain a level of sophisticated intrigue and - characters the audience."
2,"a philosophers, filmmakers; all is engage audience."
2,Nothing more than widget cranked on an to see if get kick out of goofy Brits with cute accents performing ages - slapstick and unfunny.
4,` ` ' '.
4,Gallo at in this shocker bad weirdo role.
2,"You in the film with skateboard arm, you ' re to feel you were n ' invited to the."
1,"Fact, ' t."
5,",."
4,"Whereas Oliver ' s conspiracy thriller, intricate, - studded and visually, with the its considerable from simplicity."
2,() seems to knew about.
5,"Resorting to, Haynes (like Sirk, but) transformed the rhetoric Hollywood something provocative, , and strange."
5,"Gem that turns to be, amusing unpredictable."
5,"There is a welcome of about the, very sets to entertain up delivering measure."
4,A - - '.
5,Endearingly with -.
3,Of film ' aspects its Tchaikovsky soundtrack.
4,"Lady and the Duke is smart, romantic French Revolution from the ' perspective."
2,"A better of these unfairly dismissed heroes would be ' t this painfully, false."
5,"Bloody Sunday has to for prevention than to, it the best war movies made."
3,"Its intent, is a and as rebellious as."
4,Writer / M. ' s ability to together accessible resonate with.
1,"It ' clotted heavy -, - store psychology and shots 105 minutes seem twice long."
3,"Engrossing, characteristically complex is shifty in the manner in which it current terrorism and them the."
4,Accomplished.
2,"Evokes the frustration, awkwardness euphoria, on usual."
2,"', .. . inoffensive."
2,"No matter how he runs around and like a, accepting - - old in the is a Michael Jackson of way."
2,Sweetest.
4,Love opening wintry in.
2,"The main story. .. is compelling, ' to shrug annoyance that."
2,"as believe, Here on, surprisingly, was a better film."
4,Is a filmmaker this romantic.
1,Devastating.
2,Rote.
4,The and of - and - Louise Parker help overcome script.
2,Of Birthday '. ..
3,' - -?
3,"Fantastic anchors this movie, what it needs is either a rigid, Blair Witch - style to mockumentary format, or more straightforward, dramatic, with all the grandiosity that."
2,Too.
3,"Cockettes has, gaudy Those Days, featuring all manner of, bearded lady and lactating hippie."
4,True.
3,Crisply movie.
4,Of Chinese film pleased to discover ' s meticulous not during his enforced.
4,Intimate.
4,Spirit - - however - -.
5,"With dark first script by Hanley, Paxton, ,, measured work."
5,"To call one eventual cult classic would an understatement, and woe is horror fan who opts goofily endearing well -."
5,Of stylish quite while. ..
4,Much of this slick and sprightly CGI funny even the most unreligious who escort ones megaplex screenings.
3,"Was filled, beatings, and could stick."
3,"With one exception, blighter this South London housing project digs into dysfunction like it ' big, comforting of Marmite, to slathered crackers and as feast of bleakness."
3,"No how firmly director John in, the fact that wacky concept does not movie make."
2,"Little to work as shallow entertainment, remotely enough to as drama, Monsoon mostly to whet one ' s appetite the films."
1,'.
5,That and dismantle facades that his and his character construct is a wonderous veracity and.
4,Hallmark important industry worth.
5,Miller intelligence and painterly.
4,( Reno) delivers a monologue manages incorporate and absurdity of situation a - fashion.
2,"It ' quite look, the attention process tends to do a little own."
4,Hypnotic cyber.
1,"Schneider ' s cross - routines fill, the latest gimmick."
4,Who do n ' t entirely ` get ' Godard ' s discourse will still come away reserved poignancy.
1,One '.
2,"It and saddens that Martin Lawrence ' s latest vehicle can explode obnoxiously, 500 screens while of Bubba Ho - Tep ' s clearly quality may end languishing somewhere."
2,Could.
5,"As movie traces Mr. ' s exploits, it impossible not be awed by the power grace of one of greatest modern times."
1,"Boring, pretentious that uses a sensational, real - life 19th - Century as metaphor for - - well, I ' not exactly sure what - - has all dramatic of raindrop."
4,"A formula family tearjerker a. .. accentuating, , the ' s thrust."
5,"The strength of the film any cinematic razzle - dazzle recovery of an episode that, in the telling, proves simultaneously harrowing."
2,"Stale, story, product, some very good, finish, dumb."
1,Can.
2,Film is hampered by -.
2,.
1,Film is it does n ' upon the experience at a.
4,"Subversive, , poetic, is genius."
3,"For all plot twists, and verge the bizarre the winds, Blood is strong, character - oriented piece."
2,"' movie, cryin '."
2,"That,"
2,Too bad ' things up.
4,Presents `? '
4,Script seeming refreshingly different reassuringly familiar.
2,Wears on.
5,Charming comedy far lightest Dogme film among.
3,"Submarine, Ghost, All"
2,In.
4,Has.
4,"Whatever complaints I might have, I ' d take (its) errors and hard - won the bombastic self - glorification - like Antwone Fisher or The Emperor ' s time."
4,"Of hitting the audience with a, Schrader relies subtle ironies visual devices to view."
2,Why would the Chan in full doubles special?
4,( Out Human) establish. as France ' foremost poet workplace.
3,"Velocity to be these women ' s, never their."
2,"American European cinema a vast Holocaust, but it impossible to any film more challenging than Grey Zone."
4,An effective portrait a in - - power of in a - end existence.
4,"It ' -, ' s."
5,"Film delivers not just full assault ' s wit and, but a travel back to what it like during unforgettably days."
1,Lack makes everything self - consciously forced. .. It ' s pity that (' s) achievement does n ' t match his.
4,"Taken a stylish one - shot, The can not said to."
4,", () just characters, and, it, human."
4,"Though / director Bart Freundlich ' s film ultimately becomes about dysfunctional parent - child relationship, it special qualities and the soulful gravity ' s performance."
4,Film.
2,"The fire burns out, ' ve come face - - a couple dragons and that ' where the fails."
2,"Handles nuclear crisis sequences evenly milks drama when she should be building suspense, out many scenes toward should quickly."
5,"It ' s a compelling and, and Laramie worthwhile reminding us that of does, in fact, still in America."
4,"',."
1,This mess of a travesty.
4,"' s very, but would better as."
3,"` `, ? ' '"
3,"Named, shimmering, beautifully filmed ' work."
2,Inept - The Wild West.
3,Could Conduct (Laissez) for French movie that 170 long.
4,Story.
2,"As any war / film ' ll ever see and dissolves into a routine courtroom drama, for a movie titled ` ` Glory: Soldier ' s. ' '"
3,"It ' s not. .. However, it still build, ,."
5,"' all together with, , enhanced surplus of archive footage."
1,Beyond.
2,"May disrobed most the cast, leaving their exposed, the plot guarded a virgin chastity belt."
4,"Definitely -, ,."
2,"The film well tale freedom, but was n ' t to reach the it overbearing."
4,The gentle comic sturm und drang please fans ' published cult.
3,A frustrating deeply watchable that it ' picture it.
5,"To small heart, this is plenty fun all."
4,"Affecting. .. while manipulative, powerful."
4,"Expect no, nor stylish, but square conviction and touching good sense on the experience of."
2,"Story passes until ' time absurd finale twisted metal, fireballs."
2,The script has less spice than a The ' are line Steven Seagal.
1,Swiftly deteriorates into a melodrama and - vanity.
1,And in a to see who out - - act the.
3,Intelligent.
4,wonderfully warm vividly viewing
5,'.
3,"Horses, surely what '."
5,Excellent.
4,"Sharp,."
3,` Sophisticated ' viewers who to admit they do ' t it will likely ` ' fellow.
2,"Or tanks, - sinks low."
4,For all its. .. The Lady and the surprisingly never to grow boring. .. which proves that audience.
2,Overall not ` ` 7th. ' '
2,"An, , - - -."
4,"K - 19 will not go down in the annals of cinema as of the great submarine stories, it is an engaging exciting narrative of confronting his paranoia."
3,Movie is; maybe inspiration course.
4,", ` ` '! ' '"
2,"Just show, person n ' necessarily an."
3,Not since Grumpy Old Men heard solidly connect with while striking out with.
2,"The seems uncertain it to acidic all - male All a lush, melodrama the Intermezzo strain."
4,Begins as a thriller gorgeously on - changing encounters.
3,Awful.
5,"In some ways Catherine Breillat ' s, the film."
1,Crap.
4,"As, but strong second."
4,Harrowing.
5,"And, and screen makes the old seem."
5,"In summer, is something rare and: ride relies on than special effects."
4,"It ' s perfect Grant, allowing him finally away from his usual, tongue -."
1,Sheridan ' on ' s schoolboy. .. a rather toothless on life.
4,' s ` ` Pretty ' '.
1,One ' s sure: comes close to either.
5,Brutal.
4,"Sense,."
5,The script by Koepp perfectly he gives the some soul. .. he elevates experience a level.
3,"` film, and deadly. .. an ' s by. .. blasts of rage, later, violent jealousy. '"
2,"Unsurprisingly, way this all works out the look like stereotypical and, instead."
4,"Are few about of American Indians America that comes as a welcome, downbeat, missive a forgotten front."
2,"The casting call for out, it must read ` anyone with acting of pride or shame. '"
3,"His friends keeps one characters in Long Dead says ` I ' m telling you, is f * * * '."
4,"As they used in 1950s - movies, Signs is a tribute Shyamalan ', which such that we ' ll keep watching the skies for his project."
2,Wild is an encyclopedia of cliches shoplifts from farewell - to - innocence like The Wanderers and A of their intelligence.
3,"Has, '."
5,Triumph.
5,Delightful.
5,Film as delights adults are children lovers.
3,"Is what to, and like."
4,"Than the (and ), is top."
5,"A delightful surprise despite backstage drama, is a movie that that work - -, is, funny and looks professional."
2,' a movie in.
2,"Nicks, what ' going laugh, runs from parody to raunchy sex to formula romantic comedy."
4,Funny. ..
2,"Light, comedy almost all of its a crucial act miscalculation."
2,"Has on, me."
2,"Then get phone warning you that the video ' t back before midnight, you ' to face frightening late fees."
2,"In, we get hooliganism, a double - rip - Quentin Tarantino ' s climactic shootout - - and Loaf explodes."
2,It with the laziness and arrogance thing already '.
4,"Until it goes the rails in its or 15 minutes, , Larry ' spooky new thriller, is refreshingly smart and variation several derived from far less sophisticated and knowing horror films."
2,"` Linklater, who want to appear - suck project. .. '"
2,Mess.
4,"Any good, , ' never too to learn."
3,"In - -,."
4,For most of the the a satisfyingly places of our.
2,N '.
3,"The sight the name Bruce Willis to mind images a battlefield picture, has lot more on its mind - - maybe much."
4,"that perverse element identity, , and with a persecuted ` ` other. ' '"
5,"Three cohesive, both visually, through their sensitive and often treatment of an ignored people."
4,"' spontaneity to, a sense light - heartedness, that."
4,Emerges childhood with.
2,Friday Next problem that Next did - - it ' called ' When You Need Him?
5,"Spinning dazzling entertainment be, ` ` Spider - Man ' ' the."
4,A very romantic comedy two New York middle - agers a relationship then struggle furiously with foibles.
2,"Even in terms - standards on it, it quite the grade as trash."
4,Australian / Polson - English cinematographer Giles Nuttgens a terrific at the obvious with energy and.
2,Movie almost afterthought a of inexplicable events.
2,Frontal had for the characters.
5,"Wild, ,."
4,"if an actor can to search for inner peace by depicting lives others onstage, then ' story is a compelling quest for truth."
4,"Is one of. Chabrol ' works, but of."
5,"Ever a from the movie on a silver, it."
4,"While not for every, often funny collegiate gross - goes long way toward restoring the luster of the National film franchise, too to direct - to - irrelevancy."
5,"For those pride on sophisticated, taste, this not the proper cup of, however it almost guaranteed that even stuffiest cinema goers will laugh * * * off for an hour - and - a - half."
3,From laugh - out - - - - - is.
4,Movie is. .. very as peek it through front.
4,"The, of the the T."
5,More.
1,The.
4,Tasty.
5,"Provides, entertainment of superior cast smart people plot."
1,I been in the.
4,Capra.
2,"Any that does n ' in passing mention prisoners, poverty and the boat loads people who to escape the country is documentary and more by of a valentine sealed with a kiss."
2,'.
3,"Actors, Elysian sentimental."
5,"Despite. child coming - of - age theme, first -, natural a ` ` real Americans ' ' make this a charmer."
1,"Of, and is n '."
2,"Is,."
3,"Like, low -, 102 - minute, blending entrepreneurial the testimony satisfied."
4,It.
3,"And, Minority interest almost an visuals."
5,Drama out such aching beauty and that brings eyes.
3,N ' get anywhere '.
2,The small moments and flashbacks do ' t than observations on the human.
2,"Movie straddles and social commentary, and short."
2,The like Scorsese ' Streets redone someone who ignored it favor old ` delinquent ' paperbacks with titles Leather Warriors Switchblade Sexpot.
4,"Argento, 26, brings a youthful, - to - - - world aggressiveness the project, as if she ' cut open a vein and bled raw."
3,"' easy to be cynical about documentaries which underdogs the odds triumphs, Westbrook ' s and Dalrymple ' s film earn their uplift."
2,- -.
5,",,."
3,Behind look at and dedication that goes a world - class fencer and that ' s made a difference to NYC - city youth.
2,A movie ca n ' get ' delusions their maudlin.
4,"While dutifully, Dean and Chris up the."
1,' s is ' t clever enough sustain a reasonable suspense on own.
2,"Takes, and he gives audience."
4,"Though its is only surface, and enveloping Blue this decent flick a summertime look - see."
2,Big.
4,' s the filmmakers ' post - comprehension of - time movies good - bad Eight Legged Freaks a entertaining summer.
5,"Captures, in luminous amazingly evocative film from, essence of the."
