label,text
5,' it s refreshing to see a movie embraces that its old fashioned - themes in and process the out looking comes something like wholly original.
3,"One of the pleasures in ' Walter s. documentary. . the is parade of veteran painters, dealers confounded, miscellaneous and bohos who expound upon the subject ' mysterious personality s without ever him explaining."
1,Rats sewer watch could be this movie and so out that skeeved they d need ' shower a.
5,Touching drama a old about age a and with tour grief force de performance by Piccoli Michel.
4,"Binoche juliette ' s is Sand vivacious but it, s ' to hard that powerhouse sense of 19th - prose century behind her smile childlike."
2,"Not anyone high into - splatterfests tech advised is take to warning literally the, log and on something more to user - friendly."
5,Hands the down ' year thought most s provoking -. film
1,"A gratingly unfunny littered groaner with - zero dimensional, characters unlikable and hackneyed threadbare, comic setups."
4,Submarine this earns drama right the to be compared to Das favorably Boot.
4,"If even ca you ' t n pronounce ` ` gyro ' ', correctly you ll ' much appreciate Vardalos of ' humor which, transcends boundaries ethnic."
2,A prolonged extrusion pulp of psychopathic.
4,Spielberg has managed marry to science fiction film with noir inquiry action and flicks with philosophical.
1,.. . a bland - murder yawner on - campus.
2,Could what have right been at home as a nifty in plot line Steven ' Soderbergh s Traffic fails arrive to at any satisfying destination.
1,' s it a bad movie action because ' there s no interest rooting and spectacle the is boring grotesque and.
4,Their computer animated - are faces very. expressive
4,Chaiken balances ably - real with time. rhythms propulsive incident
2,"Has all the hallmarks of a movie strictly designed for children ' home s video, a insatiable market it so absorbs all of manner lame entertainment, as as long 3 - - year olds find it diverting."
1,"Comes across as a a relic bygone from era and, its. convolutions. . feel silly than rather plausible."
1,"Several uninteresting unlikeable, do people things bad to and each with other ` in Unfaithful `. ' '"
3,", slow, dry poorly cast but, beautifully shot."
3,We what get. .. crossed is Caddyshack with Loyal of the Order Raccoons.
5,"Standards by knucklehead of the swill, The is Hot pretty Chick damned funny."
1,- action with spy flick Lucy Banderas Antonio and Liu comes. never together
4,Sorvino delightful is in the central role.
5,"Spectacular in every sense word of the even, if you don ' t Orc an know a from - Uruk Hai."
1,It s ' devoid so of and joy energy it even makes X Jason. .. Shakesperean look positively by. comparison
2,Chan it squanders ' s uniqueness; it even could be to said squander Jennifer Love Hewitt!
3,Little original about an film one young ' woman education. s
3,Elmo drug touts his as stronger 51 being times than coke.
4,".. . of the tale her tumultuous passionate, with affair Musset as unfolds Sand ' s masculine persona, its with of love life beauty and takes, form."
2,"Story the has redundancies its, the and young, actors not very experienced, are sometimes inexpressive."
4,"Script the is, smart cloying. not"
2,"There ' a s not spark new of inspiration it in, of just more same the done, with noticeably energy less imagination and."
5,An almodovar teacher imaginative is intelligence of emotional this in film engaging about two men who discover what William James once ` called the gift of tears. '
4,' hoffman performance is to s authentic of core the his being.
3,Pay wait per for view or rental do but ' n t BarberShop out dismiss of. hand
3,This is. it
3,"Put it somewhere between Sling Blade of and South Heaven, of Hell West the in of pantheon Bob Billy body ' s work of."
2,The screenwriters dig in themselves deeper time every they logic toss and science into is what essentially a ` ` Dungeons ' and Dragons ' fantasy modern with military. weaponry..
3,"Kirshner (it wins, but s '. close )"
2,Dutiful enchanting more than. .. terribly episodic and the lacking spark of that imagination made might it have exhilarating treat an.
4,"A proves servicable World War II ca drama that n ' t totally hide its contrivances, but at least it to calls attention a problem too Hollywood long has ignored."
2,"Halfway through movie, the the humor. dwindles"
5,And superbly photographed by staged Mendes with series a of riveting set pieces the which of mainstream likes rarely audiences have seen.
2,.. although. this idea ` is ` ' new ' results the are. tired
4,"' what s refreshing most about Real Have Curves Women its is unforced comedy - drama and its, relaxed seeming natural - actors."
2,"Although did I n ' t hate this, one ' it very s not either good."
2,Rarely has so looked leukemia shimmering and. benign
1,"With jump cuts fast, editing lots and of pyrotechnics, Yu clearly to hopes how camouflage his bad movie. is"
2,"To like those Rome, all roads in Banger The inevitably Sisters to lead a joke Hawn about s ' breasts, which threaten constantly to upstage the them woman sporting."
4,"And there inimitable ' s the it Diaz, all holding. together"
2,N is t it ' a in bit early his for career Barry director Sonnenfeld to do homage a to himself?
1,"Script the and ' s sense judgment weight way of is, . way off"
2,Collapses its meager under own. weight
4,A (satisfying niblet ).
2,"Craven wes ' presence s is; felt not the Craven of ' A Nightmare on Elm Street or ' ` Hills The Eyes Have, but ' schlock the sad merchant of ` Friend Deadly. '"
2,", if good forgettable -, movie hearted."
5,The that real Fisher Antwone was able to overcome personal his obstacles become and a good man is a wonderful thing; that has he been to share able story his compellingly so with is us a minor miracle.
2,' breen s script with is sketchy notations actorish the on margin of. acting
2,"Master the of Disguise may made a have great Saturday Night sketch Live, a but great movie it not is."
4,"Cherish while does n ' t survive completely its from tonal dark transformation to comedy suspense thriller, it ' s got just enough charm and appealing character quirks to forgive serious that still problem."
1,High movies like Crimes flog the horse dead surprise of if as were it an obligation.
4,"Chilly a, quietly but resonant brooding psychological of domestic study tension unhappiness and."
3,Sumptuous visually but intellectually stultifying.
3,".. . Jones, despite a distinctive definitely screen presence, just n is ' t to able muster for a, movie that title its notwithstanding, should have been a lot if it nastier wanted to fully capitalize its on lead ' s gifts specific."
1,"Loud, a, ugly movie irritating without its any of hitting salvos satirical a discernible. target"
1,' you ll cry back for money your.
2,The whole damn thing ripe is the Jerry for Springer. crowd
4,"His in latest effort, Storytelling, has Solondz made finally a that movie is n ' t offensive just - - it also to be happens. good"
3,Now he makes them.
1,"Barely the movie makes, sense naïveté its with and unbelievable arbitrary flashbacks."
1,You n ca t ' anyone believe would this really buy. stuff
2,It ' supposed to s be a comedy romantic - suffers it too much from Rae Norma and not enough Woman Pretty.
1,"Punch ` - Love Drunk so convinced is its of own brilliance that, if were it a, person you ' want d to smash its face in. '"
3,"Interesting occasionally essentially but, unpersuasive a footnote to a. still evolving story"
4,This I liked a film. lot..
5,".. ., bright humanly intelligent, and funny film."
5,"And Williams pacino seem keep to upping the ante on other each, just as their characters do in the film."
5,A heroic of that tale persistence sure is to win ' viewers. hearts
4,", yes rote MIBII is and work predictable, but with a philosophical visual coming right at end the that extravagantly it redeems."
4,"It cooks a Conduct in low smoky, inviting and sizzle."
3,Kind of the of sense that humor from derives a workman ' grasp s of pun and entendre and its attendant need to constantly draw to attention itself.
2,Moves in plot such odd descends and directions message into such moralism - mongering that its good qualities are. obscured
2,"Is movie the but genial never, inspired little and it stay about with will you."
4,"The humor while is Plympton recognizably he bothered, has actually to real construct a story time this."
3,Death is that merely a transition a is common tenet in world the religions ' s.
1,Garbled pompous. and
3,"' I m all for challenged the mentally getting fair their shot in movie the business, but surely does it n ' t have to be as a collection of keening and self - mutilating sideshow geeks."
5,And intriguing an entertaining introduction to Johnson.
4,Surprises of full.
2,"Blue the Crush follows formula, but too in many throws conflicts keep the to compelling. story"
4,"Directing a with and sure hand measured, (Haneke) of clear steers sensational the and offers instead an unflinching and objective look a at decidedly perverse pathology."
5,"Like is Mike a winner for kids, doubt and no a winner Lil for Wow Bow, who can now movies add the to list of he things does well."
1,"It in fact n, does t ' seem even like tried she."
4,"Is it a OK for movie to be of something sitcom a apparatus if, the lines work the, humor point has and the actors are humanly engaged."
3,"' it Jagger s s bone ' -, dry brittle delivery mournfully gives that film the bittersweet its bite."
1,"Line to paraphrase a from another ' Dickens novel, Nicholas is Nickleby like too much a fragment of an underdone. potato"
4,"Makes what Barbershop so, likable all with flaws its, is it that has none of pushiness the and volume decibel of most contemporary. comedies"
1,Script falls back the tried on too many - and true - shenanigans hardly that distinguish it from the next teen comedy.
4,malcolm is cool McDowell.
1,"Like Yellow Rudy Lodge, Eyre needs to take a good clarify sweat to cinematic his vision before his next creation remember the lessons and the of trickster spider."
4,"More for than decades Mr two. Nachtwey has traveled to places in the world devastated by war famine, and poverty the and documented and cruelty he has suffering found with devastating an, eloquent clarity."
4,"In all fairness I, report must children that the of varying in ages my coughed audience never, fidgeted or romped up and down the for aisles bathroom breaks."
4,"Despite a middle quieter, section involving Aragorn s of ' dreams Arwen this, better is even than The Fellowship."
3,"What the incessant with lounge playing music the in film ' s background may, you Love for mistake Liza an Adam Sandler Chanukah. song"
2,' it downbeat s so nearly and that it humorless becomes a chore to sit through - - some first despite - rate by its performances lead.
5,An epic of and grandeur that scale ' been decades s the gone from popcorn pushing sound stages of Hollywood.
5,Great over the - - top if you moviemaking re ' in slap happy a -. mood
5,"This story is that a zings way all the with originality through and, pathos humour."
5,"Graceful a, tribute moving to the courage New of ' York finest s a and nicely understated expression the of grief shared nation by at the their sacrifice."
4,About a intelligent story school that high students deals first with love but sweetly also seriously.
1,"After Collateral Damage you, imagine that every might cliché most aggrieved father been unturned has."
4,"Watching this gentle portrait, mesmerizing of man a coming with terms to time, barely you realize your mind is being. blown"
2,The type of dumbed - down exercise stereotypes that in gives the (teen comedy) a genre bad. name
4,"Payne constructs a ode to hilarious middle America and middle age this odyssey with unlikely, a featuring pathetic, endearing hero is all who too human."
4,Horrid propaganda little film with fascinating connections not only to the Serbs but themselves to also network a of right American - wing. extremists
5,"Slam a - bang extravaganza is that about wild all a - and - woolly, wall - - to good wall. time"
2,S it ' grab a of bag genres do that ' n t add to a up whole of sense lot.
3,"The sight of name the Bruce brings Willis to images mind of a violent battlefield, action but picture the has a film lot more its on - mind - maybe too much."
1,"A - 75 minute sample of rubbish puerile is listless that, witless, devoid and anything humor of resembling."
3,"None of this has the or suavity classical familiarity of, Bond but much of good it is for a laugh."
3,Director barry Skolnick and his tick screenwriters glibly every off of point ` ` Longest The Yard ' ' a playbook checklist like.
5,See it.
3,"Far fetched -, premise plot, convoluted thematic mumbo and jumbo destiny about love redemptive and."
4,"In all all it, ' s a pretty good execution of story a that ' s a lot than richer Hollywood the action screenwriters ones usually come with up their on own."
3,"S there ' to not Fatale much, of outside stylish its. surprises. . but that OK ' s."
2,The forget 101 Psychology study romantic of obsession and just watch the procession of costumes in castles and this wo n ' t like such a seem bore.
3,' do t n hate Crimen Padre El del Amaro because it ' s anti - Catholic.
4,- baby Renner convincing faced is eerily this as bland blank of man a unimaginable with within. demons
5,Pleasure the of My Lips is Read like a seeing of perfect series black pearls together to clicking form string a.
4,"What saves it. .. and it makes one of better the video - game - flicks based, is that the film upfront acknowledges that the plot no makes sense, such that the lack is of linearity point the of emotional and moral for departure Alice protagonist."
5,"Overall the is result an, realistic intelligent portrayal of. testing boundaries"
2,Up gussied so with many distracting special and effects visual tricks party it ' that s not clear we whether ' re to supposed shriek or laugh.
5,"Light, silly, photographed colour with and depth, and rather a good. time"
4,"One feels the dimming of a ambition certain, but in its place a, clarity sweetness and emotional that openness the classics recalls neorealism of Italian early."
5,"The are performances, immaculate with providing Roussillon. comic relief"
4,"A intricate work, of elegance lyricism literary profound and. common sense"
5,Is film one the of year the s '. best
5,Is history fascinating the; action is the dazzling.
4,"Appropriately entirely, tale the unfolds a like summer lazy afternoon and concludes the with clarity crisp of dawn a fall."
4,Probes in a light - way hearted romantic the problems individuals of whom for yearning the for passion spells. discontent
5,"It ' film s a beautiful, elaborate full of characters and twisted and - it ' also s funny pretty."
5,' references rifkin are s. .. impeccable throughout.
2,Listless a desultory affair and.
5,.. . fuses the events her of life the with in paintings imagery her so vividly the that artist s ' work may take on a new striking significance for anyone who sees the film.
1,It is n ' t that Stealing is Harvard a horrible - movie - only if were it grand that failure a!
2,".. . the film back falls on the old same formula of teen sex, outrageous and pranks scenes designed the to push envelope of bad for taste laughs."
4,"It ' s a demented mess kitsch (although smeary the video digital match the does muddled) narrative, but it s ' savvy about celebrity and more has guts energy and than much of will what open this year."
5,Rarely I have film seen so willing champion a to the of fallibility heart the human.
4,The irony is that film this ' s uniformly cast is superb; performances their have could - - should have - - been to allowed on stand own their.
4,/ producer star Hayek Salma and director Taymor Julie have infused Frida a with style unique visual and inherent the to titular character s ' and paintings in the process created a masterful work of art of their own.
2,Problem one key with ardently these Christian storylines is that never there any is question things of how will turn out.
1,", and obvious burlesque obnoxious didactic."
4,"I found absorbing Ring The moderately largely, its elegantly for colorful and look sound."
1,"Now it ' a s bad, embarrassing movie."
1,Stale and fault clichéd to. a
2,.. hokey. art house. pretension
4,"Are there laughs, aplenty and, as a viewers bonus, do n ' t have to worry about subjected being to farts, urine, feces, , semen or any of the other substances foul that modern have - overrun day comedies."
2,"In even the summertime the, most restless audience deserves young of the dignity an hero action motivated by more franchise something than possibilities."
4,.. . a film guiltless for nice out. evening
2,It labours storytelling. as
4,"Khouri manages, with terrific flair to, the keep extremes of screwball farce blood and - family curdling one intensity on continuum."
4,"You if ' ve grown going tired of no man where gone has, before but have several movies - take. heart"
5,"Peralta captures, luminous interviews in amazingly evocative and film from three decades ago, essence the of the experience Dogtown."
5,Features surely what is the funniest most and accurate of depiction block writer ' ever s.
5,"Sensitive, this smart savvy, , coming compelling - of - drama age delves the into passive - aggressive of psychology co - dependence the and self struggle for - esteem."
3,"The film a is nuance masterpiece of and characterization marred, only an by inexplicable, distracting utterly blunder at end the very."
3,"And a obvious slight, effort even for target one whose demographic is likely still in single digits the, age - wise."
4,"The complex, charged politically tapestry contemporary of Chinese this life exciting filmmaker has new to brought the screen like is nothing we Westerners seen have before."
2,Mix dark an uneven satire of and awakening childhood.
1,And very annoying. stupid
3,"A Ribisi restrained convinces an as, though Italian if ever a movie one needed of actor the ' s whiny to jags pump up it, this has to be among the rare ones."
4,"A thriller with an edge - which - is to say that does it n ' t follow stale the, , standard connect - - the dots storyline which has become commonplace movies in explore that the seamy underbelly of the world criminal."
2,"Fincher takes no in apparent joy movies making, he and gives none to the audience."
2,A (slummer ).
3,"Saved from - being merely way cool a by basic compassion, credible."
5,' it always s enthralling.
2,"In the of wake Private Saving Ryan, Down Black Hawk and Were Soldiers We, you to are likely be heartily as sick of mayhem as Cage s ' war - weary marine."
3,"Is but set it in world a that is very very, far of from the one most us inhabit."
2,' it to s virtually any impossible like despicable of. these characters
4,"Visually fascinating. . often. intense an study about character fathers sons and loyalty, duty and."
2,Mystery a supernatural that n does t ' it know whether to wants be a suspenseful or horror movie a weepy. melodrama
4,"This rich bittersweet, Israeli documentary about the, life of song - and dance - - Pasach ` man Burstein ke and, his family transcends lines ethnic."
4,"A compelling, but yarn a not quite ripping. one"
2,"' it getting and s harder to ignore harder that the Hollywood fact is n ' t laughing us with, folks."
5,Writer director - Juan Fresnadillo makes Carlos feature a debut is that formed fully and assured. remarkably
4,"Everyone not or will welcome accept The Trials Henry of as Kissinger faithful portraiture but, few can that argue the it debate is joins a necessary and timely. one"
5,"Its at best, this is grand scale - moviemaking for larger a than - - figure life, an artist who has awarded been status mythic in contemporary. culture"
2,"Even if its it made original date release last fall, it ' would reeked ve a of been there -, done - sameness that."
4,Another trumpet blast that there may a be Mexican a Cinema New - ' bornin. '
3,It ' s difficult a longtime for his admirer of to work be swept not in up and Invincible overlook drawbacks its.
4,90 this - postmodern minute was voyage diverting more and thought - than provoking I ' d to expected it. be
5,It confirms Fincher ' s status as a film maker who bends artfully know - technical to how service psychological the of. insight
4,A those with modicum of will patience in find these foibles characters ' a and timeless perspective unique.
5,"Graphic sex be may what s ' audiences attracting to, Unfaithful performances but by gripping Lane and Gere are will what keep them awake."
2,No laughs.
1,"It ' s a movie in terrible every regard, painful and to utterly. watch"
2,"' it got the s brawn, not brains the but."
4,' it s unlikely we ' ll see a better thriller this. year
4,Never the screenplay lets us that forget Bourne was once an just amoral assassin like the ones are who pursuing him. .. is There never really a true ` ` us ' ' versus ` ` ' them '.
4,"Is schaeffer n t ' in film, this may which why be it well works as as it does."
3,"Down finally coming off of ' Miramax s deep shelves a after couple aborted of attempts Waking, Up in Reno makes a strong case letting for dogs sleeping lie."
2,"S that ' loco muy, but no more ridiculous most than of the of rest ` `. Dragonfly ' '"
3,"It ca ' n escape t past its, it and does ' n want t to."
5,"Written brilliantly and acted well -, Yellow Asphalt uncompromising is film an."
1,"By sunk way too indulgence much of - scene chewing teeth, -. gnashing actorliness"
4,"Examines smith the intimate, unguarded of moments who live folks in unusual - homes - which up in pop every nearly corner the of. country"
2,"Death to Smoochy tells a oldie moldy - not, - nearly - as nasty - - - as - it thinks - it is -. joke"
1,The rehashes film several old themes and is capped with extremes pointless - - ' it s insanely violent and graphic very.
3,Pumpkin struts about with ` ` courage ' ' to huckster its pinned lapel a while yellow streak a wide decorates mile back its.
1,"' it s stupid simply, and irrelevant deeply truly, , bottomlessly cynical."
4,' it touching s and and proves tender that even sorrow in you can find. humor
5,"Comedy bittersweet / drama full life of, hand, gestures some Italian and really adorable. guys"
2,Has lost some of the conviction dramatic the that underlies best comedies of. ..
1,Feels like rejected more X a - episode Files than account a credible a of real puzzling - happening life.
2,"Up pile falsehoods, the undermining s movie ' reality its and stifling ' creator s comic. voice"
3,"Holland mandel ' s direction is uninspired and, his scripting, unsurprising performances but by the Phifer and Black are winning. ultimately"
3,The is execution pedestrian that so the most comment positive we can make is Rob that actually Schneider turns in a convincing performance pretty prissy as a teenage girl.
5,"Sexy, sweetly. funny and touching"
4,"An uncluttered resonant, gem that its relays universal points without lectures or confrontations. '"
3,"To love work, stories require full the emotional involvement support and a viewer of."
5,Steven if Soderbergh s ' ` Solaris a ' is it failure a is. glorious failure
4,Be with the patient lovely Hush!
5,"Of in a summer clones, is Harvard Man something rare and: riveting a wild that ride on relies than more special. effects"
2,This in zero case.
5,Ford deserves remembered to be Oscar time at for this of crafting wonderful portrait a conflicted soldier.
5,"As odd satisfyingly and intriguing a tale it as was a century and a ago. half. has. a dour delightfully, tone and stylistic deadpan. consistency"
3,' s it 100 a year - mystery old constantly that is being by interrupted Elizabeth Hurley in a bathing suit.
4,"Thriller style a whose structure, rhythms and so integrated are with the story, you can not separate. them"
4,"One this is few a funnier bits than Malle ' dud s, only if the because cast so is engagingly messing like around City Slob of reductions Damon Runyon crooks."
4,The most of funny consistently the films Austin Powers.
1,"Totally overwrought, deeply, biased and wholly designed make to you feel guilty about ignoring the what filmmakers clearly believe are The Greatest Musicians of Time All."
3,Some proves that n movie formulas do ' t need with messing - - the like big - movie bug.
2,A () flat painfully gross - out comedy. ..
1,Get what we in FearDotCom is like something more a from Barker bad movie Clive.
2,Perhaps the even SLC high found command - writer director Mitch ' Davis kitsch wall s of hard going.
4,"With rabbit - Fence Proof, Noyce has tailored an tale epic a into, lean movie. economical"
4,Sophisticated handsome to and the comedy approach romantic workplace.
5,A film female that about men can friendship and embrace will women talk about hours for.
3,Newcomer Kevin helmer is Donovan hamstrung by a handled badly screenplay of what is really amusing an concept - - a high - tux tech transforms that wearer its into superman a.
5,Marvelously entertaining documentary deliriously and joyous.
3,"Animation the is competent, some and the of are gags quite, funny but Jonah. .. shakes never the oppressive morally, superior good - for - you quality that automatically almost didactic accompanies. entertainment"
2,", the writers director Wolodarsky Wally and, the all actors should start their own fraternity coeducational: Kappa Phi Rho Alpha."
5,Examination a lively and of engaging how similar dominate can family obsessions a.
1,A far movie and more cynical than lazy anything a Charlie Kaufman object fictitious might to.
3,Brings an awareness issue often to - overlooked women - ' depression. s
2,"In its, chicken Crush heart goes lengths absurd to to duck the very it raises issues."
2,"For good a few unintentional laughs, ` ` ' Extreme Ops was ' obviously for made the ` XXX ` ' ' crowd, people who mindless enjoy action the without benefit of decent acting writing, and, direction."
1,", director Hoffman writer and his s Kline ' agent should serve detention"
2,", still just it there sits like dish a no side ordered. one"
2,That there been done.
5,"A miraculous, movie I ' Going m so Home is, yet slight overflows wisdom emotion and with."
1,"All comedy subversive is, but this unrelenting insistence bleak on opting out any of for opportunity finding meaning relationships or in just becomes work sad."
5,"A very take witty on, change and romance risk, the and film uses humour to its about make acceptance points growth and."
2,"Anyone else may who, for whatever reason, be about thinking to going movie see this given is fair hereby warning."
3,' though apes Haynes style period films from the. .. its is message not rooted in that decade.
2,The Masseur colorful wastes time its rather on mood with than riding inherent the Ganesh absurdity of ' s rise up the social. ladder
3,' it s what you exactly d '. expect
2,A but handsome drama unfulfilling suspense suited more a to quiet evening than on PBS a out night an at. AMC
5,Encourage I young old and to alike go see this unique and entertaining the twist on whale classic s ' tale - - you wo n t ' be sorry!
3,Windtalkers I had had wish more in the faith dramatic potential of story this true.
2,"Half about of them are funny, a are few sexy and are none useful in the telling which story, is - paper thin decidedly and unoriginal."
3,Earnest and when it tentative even aims shock to.
3,Look result the might Vulgar. like
4,This seductive gets tease of a thriller the. job done
4,"Making a such tragedy the to backdrop love a story risks it trivializing, though Chouraqui doubt no intended film the to love affirm ' s power to people help unimaginable endure almost horror."
3,"God great is, movie ' the. s not"
2,"Is julie Davis the Kathie Lee Gifford of film, directors again sadly proving once ego n does ' t hand always go in with hand talent."
3,The plot plummets a into graveyard comedy before comes racing Janice to rescue the in the reel final.
1,"Ensues what are blood much - splattering, mass drug bowel - evacuations induced, none and - too - funny commentary on the distinctions cultural and between Americans. Brits"
3,"Is it so earnest so, overwrought and wildly so implausible that begs it be parodied to."
2,"Quitting, , however to manages just be, the depressing as phones lead actor his in autobiographical. performance"
3,' s it to hard fairly judge a film RINGU like when you ve ' the seen remake first.
2,"All of the elements in are place a great for film, but noir director George Hickenlooper ' s approach the to is material upbeat too."
3,Work it better would as much one hour a - documentary. TV
2,Pretend scores like your SAT are below and might 120 you notice the not flaws.
1,A real. snooze
2,"The makes same as mistake music the industry it criticizes, becoming and so slick watered - it almost down loses made what you love in the it first place."
2,"A when asks movie you to feel for sorry Mick ' Jagger sex s life, it has one already strike against. it"
1,And so bland utterly forgettable it that might well as been titled have Generic Jennifer Lopez. Romantic Comedy
4,. cool
2,Like Le plays Carré with John couple a - of burnt. out cylinders
2,Teen have really movies skids hit. the
5,"Not is so much work a of entertainment as it is unique, well a - psychological crafted of study. grief"
2,"Such fine a idea for film such a, and a, stultifying lifeless execution."
2,"None has of the crackle of ` ` Fatal Attraction ' ', ` ` 9 1 / 2 Weeks ' ', or ` even ` Indecent Proposal ' ', feels and like Lyne more s remake ' stolid of ` ` Lolita ' '."
2,But they their idol s lack ' energy and for passion. detail
2,' there no s emotional pulse to. Solaris
1,"Of lots and effort intelligence on display but are in execution it all is awkward, static, and lifeless rumblings."
3,"Strengths its weaknesses and off play each virtually to other a stand - off, with the card unfortunate being trump the dreary mid - of section film the."
2,Non - a. mystery mystery
2,Is michele such brainless a a flibbertigibbet that ' it s to hard take spiritual all her quest at seriously.
2,"All its for, violence movie the is remarkably dull only Caine with much making an of impression."
4,"Drama temptation of, salvation good and intentions is a examination thoughtful of faith, and love power."
3,"Unremarkable, an modern / comedy action movie buddy whose to only nod nostalgia is in title the."
4,"Director Tom Dey a demonstrated knack for mixing action idiosyncratic and humor in his charming 2000 debut Shanghai Noon Showtime, but ' s uninspired send - of up cop TV show cliches leaves mostly shooting him blanks."
3,Stirs enticing potentially ingredients an into uneasy Ghost blend of Close and Encounters the Third of. Kind
1,Well is below below expectations.
1,Attraction first the was Fatal. vile enough
5,Of one - - - a kind near masterpiece -.
4,' it s a diverting - enough and hour - - a for half family the. audience
5,"The like best exposé 60 Minutes the, (at 80 film minutes is) entertaining actually quite."
3,"Is this nervy, a risky film and, has Croze Villeneuve to inspired herself give over completely the to tormented persona of Bibi."
5,"Beautifully crafted and brutally honest, Promises an window offers unexpected into the complexities of the Middle and East the struggle into of humanity its people."
3,Clearly film a that means to preach to exclusively converted the.
5,Fascinating a case study of - power liberation flower - - price and the that was for paid. it
3,As best Know What described Did I You Winter. Last
3,"Howard while ' s appreciation Brown of and writing his clearly is well - and meaning sincere, the would movie be sit impossible to through were it not the for supporting. cast"
3,"The sequel is everything the original was: not, contrived overblown tie ready and - in."
5,.. one of. the influential the works more of Korean ` ' New Wave.
4,Some actors have so much charisma you that d ' be to to happy listen reading them phone the. book
1,"Its for 100 minutes time running you, ' wait in ll vain a for to happen movie."
5,Was the film immensely thanks enjoyable to by great performances Steve Buscemi both Rosario and Dawson. ..
4,"A comedy romantic buoyant friendship about, , love and the truth we that ' re in. all this together"
4,Not it ' too s fast and too. not slow
2,"To be expect of reminded other better films, , especially Seven, which director slavishly William Malone. copies"
4,"Genial so conceit is the, is this one of those rare pictures that you throughout root for, dearly that the hoping rich of promise the script will realized be on the screen."
2,"The Hook is off overlong not well and - acted credit, but writer - - producer director Adam Watstein finishing with at it all."
2,Zellweger ' whiny s pouty lipped - faced and spindly poof attempt at playing an ingenue makes nomination her as actress best even more of a a an
1,"It ' just s bad too the eventually screenwriters shoot themselves in the feet with flick cop like cliches arms an oily dealer squad, pile car - ups the and requisite screaming captain."
2,"Plods along it methodically, somehow under assumption its the that ` ` dead wife communicating beyond the grave from ' ' framework even is remotely or new interesting."
2,"Successful more at history creating relating than in an emotionally complex, heroine satisfying dramatically"
2,"What just consider New Best Friend does not have, with the beginning omission minor of screenplay a."
4,/ writer M director Night. Shyamalan ' ability s pull to together accessible that easily stories with profundity resonate is undeniable.
1,"An ungainly comedy, -, deficient - B movie rush. job.."
5,An confection that escapist ' s pure. entertainment
4,"March some people the to of a beat different drum, if and you ever what wondered kind of houses those people live in, this documentary takes a look at 5 alternative housing. options"
3,The symbols float butterflies and like spinning styx the sting bees. like
3,"Is red Dragon less baroque showy and than Hannibal, and affecting less emotionally than. Silence"
1,The continues crap.
2,A big of cliches meal that talented the chokes cast on generally.
5,"' vera s actors - three - Mollà Gil, Bardem and - - excel in, empathetic performances insightful."
1,Plain pedestrian as and as - catsup -
1,More nothing than an amiable but bagatelle unfocused plays that like - a loosely string connected of acting - workshop exercises.
5,Film in a with class a Lee Spike s ' masterful Do Right. The Thing
4,"A birot creates drama with a such - well sense defined of place and age - - as in, years 15 old - - that the torments and angst become almost as to operatic as us they to are characters her."
4,A complex psychological about a drama who father to son returns his ' s after home decades. away
2,Movie the appears to itself be on running in reverse hypertime the as truly bits get funny and further further apart.
2,The drama discloses nothing almost.
2,The movie is as not as the terrible impulse synergistic created it that.
2,"His squandering opportunity make to absurdist observations, Burns up caught gets in of the rush slapstick. thoroughfare"
2,"An but it ambition has say to something about its subjects, but not willingness a."
3,Traffics in kind prechewed the racial of clichés already that have been through the stand corporate - - up comedy mill.
2,"The narrator and the other characters try to convince us that acting Esther transfigures, but ' she s seen never on speaking stage; feels cheated one, and Esther seems remain to an unchanged. dullard"
4,"It ai n ' art t by, a long shot, but last unlike year ' Musketeer s lame, Dumas this adaptation entertains."
4,", indeed outrageous the achieve bits more shock a - you - into - laughter of intensity almost proportions. Dadaist"
2,Do we distinct get impression the franchise that this is drawing to a close.
2,"Flotsam in the of sea, moviemaking big not enough for us worry to about causing significant it and harm not smelly enough bother to despising."
2,"Performances while the often are engaging, loose this collection of largely numbers improvised have would probably better worked a as one - TV hour documentary."
4,Be may spoofing an target easy - - those old ' 50 ' giant creature features s - - but. .. it acknowledges and their celebrates cheesiness the as why reason get people a kick out watching of them today.
5,"Well extremely the acted primary by four actors, this a is intended movie seriously that not easily is forgotten."
2,", overall film misses the brilliance the of Jelinek s novel ' some way by."
4,"' s it definitely on an improvement the Blade first, n since it does ' take t so itself deadly seriously."
2,"It does ' t n really or know about care the and characters, uses them as for markers a events series of preordained."
4,But offers to it plenty chew ponder and as on its unusual relationship. slowly unfolds
2,What Esther makes Kahn is demanding so that it progresses in such low a - key manner that it risks. monotony
5,"The art direction is often exquisite, and anthropomorphic the animal characters are beautifully realized through clever makeup design, one leaving to that hope the eventual DVD release will subtitles offer and original the Italian - soundtrack language."
2,These characters. become wearisome
2,"Starts once learning he compromise to with enough reality become comparatively to sane and healthy, the film predictably becomes conventional."
2,"Boll director Uwe and writer Dean Robert fail Klein to generate any interest in an unsympathetic hero caught up in intricate an that plot while cleverly worked out, can not blah characters overcome."
3,"Message the that is even most the unlikely can link together to all conquer kinds of obstacles whether, be they of nature, man of or of another one."
2,Has much rarely so money little so delivered. entertainment
3,"This engrossing, characteristically complex Clancy Tom thriller is shifty in the manner which in terrorism it addresses current anxieties and sidesteps them at the same. time"
4,"As it is uncompromising it as is nonjudgmental, makes and clear that a prostitute can be as and lonely needy as of the any. clients"
